"Id","SalePrice"
1461,160850.87254902
1462,235996.117647059
1463,217164.058823529
1464,167233.480392157
1465,133434.911764706
1466,177914.460784314
1467,141396.401960784
1468,149250.617647059
1469,156008.196078431
1470,125894.215686275
1471,137225.196078431
1472,138596.12745098
1473,138596.12745098
1474,138596.12745098
1475,138430.931372549
1476,210374.343137255
1477,187947.156862745
1478,183870.754901961
1479,241209.774509804
1480,259110.274509804
1481,228673.637254902
1482,141890.950980392
1483,242306.696078431
1484,149764.647058824
1485,193446.490196078
1486,172926.490196078
1487,249499.421568627
1488,155813.333333333
1489,147358.450980392
1490,167356.205882353
1491,193152.215686275
1492,146807.137254902
1493,241294.941176471
1494,215696.490196078
1495,203832.5
1496,150620.588235294
1497,147561.656862745
1498,145037.147058824
1499,138596.12745098
1500,138596.12745098
1501,139579.303921569
1502,137997.598039216
1503,194622.18627451
1504,152731.745098039
1505,151481.803921569
1506,173942.666666667
1507,209960.098039216
1508,248131.205882353
1509,171082.745098039
1510,152728.382352941
1511,149569.264705882
1512,163456.539215686
1513,172228.431372549
1514,212931.990196078
1515,180224.31372549
1516,242056.735294118
1517,159091.411764706
1518,148908.705882353
1519,152404.676470588
1520,136461.676470588
1521,155567.950980392
1522,163417.215686275
1523,139553.078431373
1524,151264.421568627
1525,146691.480392157
1526,196675.647058824
1527,128455.225490196
1528,138558.382352941
1529,133774.509803922
1530,157669.392156863
1531,131068.284313725
1532,142850.274509804
1533,126057.549019608
1534,129451.166666667
1535,182037.058823529
1536,131868.333333333
1537,132479.68627451
1538,163806.274509804
1539,180183.5
1540,180017.049019608
1541,158859.411764706
1542,119082.607843137
1543,162405.490196078
1544,123951.568627451
1545,115410.058823529
1546,117328.137254902
1547,124095
1548,115581.62745098
1549,115900.245098039
1550,122748.460784314
1551,123213.431372549
1552,168218.392156863
1553,187529.303921569
1554,139873.421568627
1555,250544.647058824
1556,155584.803921569
1557,148691.81372549
1558,115525.539215686
1559,126746.745098039
1560,120684.568627451
1561,180316.950980392
1562,127132.676470588
1563,131279.245098039
1564,144156.068627451
1565,177612.107843137
1566,242800.568627451
1567,127944.058823529
1568,248551.833333333
1569,245091.009803922
1570,167115.705882353
1571,144524.696078431
1572,147422.81372549
1573,251193.539215686
1574,170230.607843137
1575,189526.696078431
1576,197507.431372549
1577,140987.029411765
1578,222919.196078431
1579,154661.676470588
1580,174963.901960784
1581,236695.117647059
1582,131193.137254902
1583,189938.009803922
1584,184152.12745098
1585,145526.009803922
1586,121292.892156863
1587,133903.519607843
1588,150729.068627451
1589,173974.892156863
1590,122247.666666667
1591,120333.941176471
1592,133043.735294118
1593,124767.068627451
1594,160465.294117647
1595,174295.490196078
1596,194263.725490196
1597,239974.539215686
1598,246486.039215686
1599,151944.882352941
1600,149601.549019608
1601,122079.019607843
1602,138608.774509804
1603,129084.088235294
1604,160545.862745098
1605,195329.754901961
1606,156312.696078431
1607,203119.558823529
1608,174171.666666667
1609,152336.549019608
1610,163738.62745098
1611,241461.607843137
1612,155725.862745098
1613,173106.049019608
1614,140786.921568627
1615,138596.12745098
1616,138596.12745098
1617,138596.12745098
1618,132306.137254902
1619,171602.421568627
