"Id","SalePrice"
1461,128290.657682709
1462,167448.764877783
1463,169200.675732511
1464,178875.03309511
1465,212453.321550603
1466,169208.677567566
1467,161844.61781568
1468,157007.024884836
1469,211900.256962481
1470,119648.022499487
1471,185644.83937082
1472,96987.6999047542
1473,96245.1959044373
1474,137938.676071845
1475,119708.511697837
1476,370104.311063953
1477,248951.077567263
1478,330644.166917
1479,289342.101258458
1480,428890.331642148
1481,294571.349836591
1482,217816.701164407
1483,183269.144864548
1484,170012.093793848
1485,199694.054160533
1486,206111.824884206
1487,313889.518694622
1488,222418.825677834
1489,196710.833307539
1490,236575.131487515
1491,209493.830593785
1492,101116.748659009
1493,174257.016269977
1494,276673.590503907
1495,276124.879287457
1496,222524.281028452
1497,180231.362449347
1498,161598.825011712
1499,155859.799930278
1500,145714.517317239
1501,161647.414510472
1502,146903.361860672
1503,273911.956595785
1504,249724.284908498
1505,209782.457282944
1506,180541.148880035
1507,248698.371044527
1508,195518.978356869
1509,160439.186874259
1510,142017.459159196
1511,148232.694445588
1512,182444.229225647
1513,159189.206682032
1514,137962.631434215
1515,201000.424259117
1516,152334.386444452
1517,172658.282474376
1518,120826.443741883
1519,214060.00623831
1520,136418.162885458
1521,141969.182529621
1522,177570.288816065
1523,119608.67713988
1524,120789.277176059
1525,124871.804501913
1526,92655.9307447539
1527,92729.5499827401
1528,130769.471267186
1529,134824.51075697
1530,197275.012182245
1531,118008.881451951
1532,102012.617918971
1533,154143.775482232
1534,132294.713221248
1535,160512.250113857
1536,107030.756543409
1537,52697.3089665486
1538,182946.752401943
1539,232214.180555037
1540,147745.141750971
1541,134043.086054992
1542,148109.305302369
1543,192539.018607859
1544,92743.6958408142
1545,111491.935543393
1546,122199.110660231
1547,148944.740407554
1548,140848.022672119
1549,106115.015999596
1550,134034.531017189
1551,121626.843331081
1552,147358.117533001
1553,165957.732240278
1554,122375.833225345
1555,169189.695248613
1556,111065.203478377
1557,100708.818159464
1558,105785.19160084
1559,127081.01755989
1560,136007.930116548
1561,127618.730432107
1562,133658.564941349
1563,123533.192199822
1564,140646.616115967
1565,139816.913322745
1566,224833.539178079
1567,80779.2753475189
1568,212065.073181521
1569,134333.589368936
1570,139885.98470769
1571,103591.360197934
1572,144817.531418429
1573,256287.384232565
1574,143913.295617166
1575,251371.335134257
1576,205226.247737276
1577,187633.077821745
1578,124017.413941972
1579,140441.690609871
1580,188229.061297844
1581,141894.198389523
1582,128074.779840478
1583,280885.941458279
1584,225787.341856731
1585,149417.069512675
1586,65106.7538803891
1587,101694.040341119
1588,171899.855123552
1589,98658.6586779992
1590,139983.184062637
1591,108818.13915186
1592,119776.220228285
1593,120369.664600604
1594,185744.731577101
1595,139502.011140536
1596,207607.507354633
1597,171858.085766972
1598,207845.105012034
1599,218818.761049695
1600,201578.002603263
1601,63250.3948634098
1602,133550.338091047
1603,80201.0834495794
1604,291317.245906164
1605,256109.573284436
1606,156331.205476417
