"Id","SalePrice"
1461,123708.94150115
1462,173550.294182385
1463,193073.389195681
1464,196971.67260537
1465,183982.398454146
1466,179090.929002327
1467,172316.765934209
1468,167426.956218519
1469,198832.191319348
1470,123628.502288056
1471,194827.397172296
1472,82381.2182635708
1473,92278.4984739433
1474,144970.566699987
1475,105233.734276967
1476,351635.779599202
1477,219337.948940088
1478,318695.787200317
1479,328339.923551473
1480,412295.790949431
1481,259840.832511415
1482,188299.60721839
1483,202919.292160311
1484,169028.588764597
1485,201273.283868066
1486,210681.372531001
1487,331249.82849423
1488,218530.341907509
1489,192639.574038074
1490,290127.078204962
1491,206894.075984332
1492,95793.9562052494
1493,166998.159364189
1494,255808.109580698
1495,257329.309836843
1496,258955.796402629
1497,183649.827884893
1498,151266.198445107
1499,152141.880331734
1500,155597.560709274
1501,174582.312291657
1502,140630.661608458
1503,271244.318163004
1504,222922.064501334
1505,219823.610511446
1506,190539.05235255
1507,277873.913780022
1508,211617.522785854
1509,159064.400860982
1510,146737.454506686
1511,159559.206277741
1512,205581.652248242
1513,170841.976939383
1514,161342.523282201
1515,223482.741068347
1516,151559.240085198
1517,156271.129379472
1518,125737.256647064
1519,224626.893791424
1520,136743.331492168
1521,144049.544105888
1522,179899.729308797
1523,130691.929082333
1524,114369.227734762
1525,119697.091630271
1526,105385.613887178
1527,92744.8257420348
1528,123505.204236726
1529,135879.682688827
1530,173405.247841767
1531,130778.817741164
1532,95307.7867544494
1533,160768.902409325
1534,134300.648175329
1535,179595.683599992
1536,102774.818171361
1537,82262.4626290783
1538,140955.407425038
1539,184945.257824199
1540,152569.590369595
1541,131789.816400627
1542,157172.195074645
1543,211466.030694854
1544,99566.9199449239
1545,108917.04869989
1546,112073.277640325
1547,163185.981279754
1548,134160.305795253
1549,97661.72531114
1550,133626.764070005
1551,111734.740828308
1552,150147.780810719
1553,161082.336089115
1554,113168.589725181
1555,189077.451755549
1556,106920.813960749
1557,112396.52163471
1558,90757.9337878372
1559,149530.50309323
1560,124102.664957927
1561,160140.431008916
1562,132703.568014917
1563,120237.79483053
1564,148719.387405715
1565,141485.143144389
1566,193433.136002314
1567,78919.3716073482
1568,230300.370444181
1569,142795.329918757
1570,136003.462664959
1571,115898.117971161
1572,137786.442387975
1573,237789.592977982
1574,141535.603538054
1575,233527.908843003
1576,222711.874127643
1577,192966.00645457
1578,103081.265286124
1579,152753.176134192
1580,189253.014749034
1581,143703.972624093
1582,119491.271780141
1583,270513.663289181
1584,233974.503140447
1585,154272.758252193
1586,67877.7447213771
1587,108684.733208754
1588,160120.609019106
1589,115512.568529973
1590,132546.098861292
1591,109375.67745855
1592,113222.043046803
1593,109806.616618046
1594,192414.095462421
1595,139567.504285174
1596,197104.537539092
1597,171523.196630112
1598,219179.99444861
1599,159934.578399623
1600,162506.733178893
1601,79619.9789102974
1602,108238.893545777
1603,74818.343199055
1604,281749.170270279
1605,230511.26702717
1606,171211.929845201
1607,173719.903290249
1608,204200.674059654
1609,192643.861672599
1610,171812.070621461
1611,142347.304061602
1612,252363.996157911
1613,177870.129581582
1614,132180.146264561
1615,89812.0609927732
1616,87579.4044086558
1617,92995.4924238666
1618,118249.322088583
1619,151687.388301814
1620,204433.96686026
1621,155802.70609455
1622,157680.490393247
1623,246255.00268217
1624,224097.198700907
1625,111696.588735532
1626,169721.860390179
1627,190399.339084873
1628,264799.39169127
1629,192944.742808961
1630,348131.555967449
1631,176639.776684416
1632,219163.426150535
1633,174575.188314594
1634,186577.649987894
1635,196186.602678264
1636,178917.868764167
1637,209427.470434389
1638,220042.449165221
1639,184046.64258167
1640,276310.551396482
1641,193408.342749205
1642,272404.739665211
1643,218292.743290517
1644,218439.0556672
1645,232844.729878893
1646,146136.823651759
1647,149610.932324699
1648,134762.349327868
1649,142250.635206849
1650,120458.47538541
1651,115368.324426153
1652,85068.6241370591
1653,82399.8044994682
1654,139768.618008105
1655,127944.904195824
1656,134823.031796611
1657,141313.701656138
1658,133956.772095659
1659,103901.156132087
1660,138054.425853939
1661,402914.119499099
1662,391284.421855984
1663,361233.243123877
1664,425709.450564534
1665,322060.43359566
1666,304012.606398572
1667,386642.855387335
1668,336115.336331423
1669,319254.980252173
1670,344476.590806371
1671,249392.663322335
1672,402618.176515435
1673,262576.612800379
1674,220378.334642009
1675,197934.135131426
1676,193675.659239445
1677,201596.661206033
1678,408515.731827362
1679,377671.757902726
1680,329117.633538008
1681,284950.381220998
1682,292647.104796667
1683,186729.415191518
1684,191751.234555879
1685,193256.770051658
1686,174057.196247245
1687,194699.158934294
1688,202721.986207405
1689,201128.79847971
1690,201069.101933196
1691,187335.220802357
