"Id","SalePrice"
1461,121440.310058139
1462,185399.512275639
1463,181453.577277607
1464,190510.254098447
1465,220161.554550615
1466,167048.581099156
1467,170083.895908128
1468,154598.549510917
1469,204264.100754087
1470,124570.43237886
1471,175715.52955076
1472,97253.1577311025
1473,99346.0049887393
1474,157301.104577828
1475,118625.058647468
1476,375274.477622907
1477,258054.833825513
1478,321081.250322643
1479,292057.202350003
1480,443165.860031269
1481,307422.814485409
1482,212231.480275605
1483,174935.175082239
1484,159663.735147765
1485,183817.837566069
1486,193613.147028295
1487,340029.625050667
1488,219519.047115519
1489,208040.321489028
1490,250179.440867415
1491,197370.490094936
1492,96437.3182569177
1493,170273.836322139
1494,286659.181011826
1495,304868.752467806
1496,232928.474560484
1497,175485.338359276
1498,170088.008227705
1499,152393.582548817
1500,146881.114215742
1501,164860.423620468
1502,142705.226361942
1503,279945.917544131
1504,246661.76091498
1505,222983.600609952
1506,192404.813705609
1507,256697.39531116
1508,201519.739146216
1509,160514.479497767
1510,146724.095789382
1511,165502.260608741
1512,188869.555944868
1513,150130.109945056
1514,158009.544587531
1515,208224.737414964
1516,150898.374828493
1517,177642.067143009
1518,124174.078113799
1519,210789.087903515
1520,140804.565219994
1521,149204.596335992
1522,177493.885306491
1523,119129.032601289
1524,114326.951366921
1525,123913.190070439
1526,95290.9412620757
1527,87230.1212927442
1528,131174.864772327
1529,133901.715511835
1530,200198.409595103
1531,122109.722545269
1532,103208.392910631
1533,137601.783222337
1534,115607.444682451
1535,160734.504009815
1536,105827.43725038
1537,62518.0060397892
1538,150206.931126056
1539,206432.507301355
1540,133487.202517449
1541,126273.114114357
1542,166545.229575003
1543,186918.897239984
1544,98525.7456221256
1545,115324.602313589
1546,126413.909675772
1547,154022.57358317
1548,147164.495362647
1549,114138.281702636
1550,144496.252350832
1551,122416.268291641
1552,144867.301386447
1553,149960.253713603
1554,105888.884620391
1555,175976.706940652
1556,99603.2287856307
1557,130146.372657695
1558,100951.487350962
1559,96437.7794832306
1560,133535.639698462
1561,107854.406145014
