"Id","SalePrice"
1461,129616.825928466
1462,170308.049290572
1463,174119.640809207
1464,187717.581185051
1465,244375.84311091
1466,171274.257275166
1467,170443.786527817
1468,160887.785059572
1469,195278.699436858
1470,122681.653466996
1471,166412.538298366
1472,96923.4810946313
1473,95154.0671984122
1474,151028.880316705
1475,131534.262725926
1476,374035.522737887
1477,271318.35424934
1478,353014.268338927
1479,304046.430156402
1480,423103.443700007
1481,300399.38443878
1482,229123.563086321
1483,183486.554456852
1484,170159.022058298
1485,202130.346782673
1486,200050.422556254
1487,333089.735241654
1488,249640.125116015
1489,206739.604670705
1490,242543.775140671
1491,196450.974347358
1492,104512.589820196
1493,162088.210137492
1494,312155.66209127
1495,315408.807611612
1496,206271.496512487
1497,179788.207579652
1498,157630.668456326
1499,158624.180493658
1500,149751.162223292
1501,164328.546622389
1502,149772.171836781
1503,260609.951412507
1504,256959.675663405
1505,229828.716139949
1506,184145.039100149
1507,240694.314912801
1508,191296.318498945
1509,161925.743323491
1510,143094.042641109
1511,147632.201442238
1512,185318.0701063
1513,172074.987538394
1514,155270.053576639
1515,190618.247204456
1516,152281.230258329
1517,160662.95599924
1518,121831.197119048
1519,208110.532410187
1520,137454.594324687
1521,143256.527494703
1522,178792.28115831
1523,119168.965988901
1524,117005.762421049
1525,125609.767572011
1526,107661.572559626
1527,91145.3843496438
1528,131895.08011713
1529,135128.991697617
1530,175904.393495044
1531,119012.043452365
1532,97299.155788882
1533,142672.520093814
1534,115401.505723948
1535,156887.985480447
1536,101484.829553283
1537,56520.2851806784
1538,166081.925294022
1539,201391.895203367
1540,140862.348881612
1541,127516.515700514
1542,157295.54531929
1543,201756.511853721
1544,103063.636397495
1545,133087.244676592
1546,132187.054141441
1547,158507.241021561
1548,149605.742560332
1549,114592.745595097
1550,140796.287316946
1551,121638.839918739
1552,135462.487441235
1553,147325.279447051
1554,111651.170373313
1555,186356.731093158
1556,124382.474606539
1557,120217.484749414
1558,111848.351693775
1559,130775.960368877
1560,131402.855739394
1561,142065.326233751
1562,126395.416646353
1563,124222.052714473
1564,136495.845591807
1565,135756.395761479
1566,212759.23090656
1567,81704.5184178404
1568,222806.044105884
1569,108552.76817867
1570,127787.953331179
1571,93435.4967777905
1572,126679.444085703
1573,206704.506115697
1574,123230.894318557
1575,228053.303688367
1576,201235.739109648
1577,188709.264194539
1578,127306.830157756
1579,152550.061252687
1580,192807.746668187
1581,141493.202509732
1582,132200.708229756
1583,276563.610991813
1584,219904.723130593
1585,134426.497558102
1586,64065.4825282175
1587,102668.687809049
1588,135489.363250943
1589,95849.1555599556
1590,129726.549985094
1591,95928.3628770576
1592,108939.297802306
1593,123992.010480754
1594,190444.079727841
1595,136493.671666404
1596,229237.948470856
1597,204913.694614157
1598,248156.645208792
1599,196266.032737929
1600,193856.068448157
1601,54409.4235232819
1602,120938.540169156
1603,75342.2851790091
1604,261497.12135029
1605,238640.849380046
1606,168482.822381773
1607,165549.230269219
1608,201706.949051404
1609,193179.853218012
1610,160840.572060534
1611,139372.11576343
1612,169558.290515759
1613,154414.838252904
1614,111903.524074886
1615,75572.623126715
1616,73099.6165510533
1617,78393.6931603459
1618,124317.858727904
1619,136323.396966251
1620,187104.874967842
1621,141996.935231665
1622,148444.68098866
1623,251788.808189
1624,197342.733209706
1625,131148.165003352
1626,168778.260192323
1627,181465.331982408
1628,271260.18826855
1629,199048.501922048
1630,329350.557543228
1631,239985.066023679
1632,267879.146928788
1633,185964.748151489
1634,176355.868009686
1635,182274.381814584
1636,166053.235970887
1637,190139.70468602
1638,204885.530160507
1639,178642.469269932
1640,247892.799120161
1641,187720.848646848
1642,255410.527247318
1643,250383.304792629
1644,252191.371162792
1645,211065.07155402
1646,156849.669790687
1647,169257.959017125
1648,130437.84821752
1649,132337.799509209
1650,119862.384102344
1651,113849.045076703
1652,99218.85197193
1653,96615.1462903882
1654,144408.129477247
1655,149184.971013719
1656,140163.899472593
1657,145445.717920597
1658,138882.607711046
1659,140052.794609848
1660,137236.817527269
1661,419296.823143334
1662,412440.395552462
1663,387989.589305818
1664,451326.157545191
1665,354454.953487056
1666,306847.120255129
1667,354460.8971081
1668,369721.361883247
1669,358899.925710654
1670,376593.822738309
1671,273410.875070311
1672,420562.151353726
1673,306014.87819674
1674,271530.537856257
1675,203219.163175885
